Nombre Estacion,Latitude,Longitude,Alcaldia
GEORGIA - CAROLINA E333,19.3876246,-99.18097576,BENITO JUAREZ
NUEVA YORK - AV. INSURGENTES E334,19.3865722,-99.17509232,BENITO JUAREZ
MAGDALENA - AMEYALCO E335,19.38700822,-99.17350347,BENITO JUAREZ
SAN BORJA - CDA. BARTOLOCHE E336,19.3855283,-99.16967413,BENITO JUAREZ
SAN BORJA - MARTIN MENLALDE E337,19.38484923,-99.16704057,BENITO JUAREZ
NICOLAS SAN JUAN - SAN BORJA E338,19.3842538,-99.16327298,BENITO JUAREZ
ENRIQUE REBSAMEN - AVENIDA EUGENIA E339,19.38603693,-99.16054332,BENITO JUAREZ
ANAXAGORAS - AVENIDA EUGENIA E340,19.3855701,-99.15818835,BENITO JUAREZ
SAN BORJA - AVENIDA CUAUHTEMOC E341,19.38285225,-99.15820518,BENITO JUAREZ
ANAXAGORAS - ANGEL URRAZA EJE 6 SUR E342,19.38107681,-99.15945596,BENITO JUAREZ
ENRIQUE REBSAMEN - DIVISION DEL NORTE E343,19.38410195,-99.16082678,BENITO JUAREZ
HERIBERTO FRIAS - ANGEL URRAZA EJE 6 SUR E344,19.38210862,-99.16224353,BENITO JUAREZ
MIRAFLORES - PATRICIO SANZ E345,19.3844957,-99.17222191,BENITO JUAREZ
SAN FRANCISCO - SANTA MARGARITA E346,19.38502417,-99.17407871,BENITO JUAREZ
PENNSYLVANIA - MAXIMINO AVILA CAMACHO E347,19.3843852,-99.17609512,BENITO JUAREZ
INDIANA - AVENIDA SAN ANTONIO E348,19.38536663,-99.17822031,BENITO JUAREZ
AUGUSTO RODIN - AVENIDA SAN ANTONIO E349,19.38569274,-99.18085802,BENITO JUAREZ
JOSE CLEMENTE OROZCO - CORREGGIO E350,19.38406213,-99.1814827,BENITO JUAREZ
CALLE 27 - AVENIDA REVOLUCION E351,19.38575111,-99.18629738,BENITO JUAREZ
TINTORETO - GIORGINE E352,19.3841128,-99.18544322,BENITO JUAREZ
CAROLINA - HOLBEIN E353,19.38216982,-99.17880904,BENITO JUAREZ
BOSTON - AV. INSURGENTES E354,19.3816643,-99.17668326,BENITO JUAREZ
CALIFORNIA - SACRAMENTO E355,19.38204893,-99.17328992,BENITO JUAREZ
MATIAS ROMERO - ADOLFO PRIETO E356,19.38129853,-99.17017388,BENITO JUAREZ
MATIAS ROMERO - AMORES E357,19.38060166,-99.16692711,BENITO JUAREZ
NICOLAS SAN JUAN - MATIAS ROMERO E358,19.38017761,-99.16422304,BENITO JUAREZ
MATIAS ROMERO - PESTALLOZZI E359,19.37927591,-99.16117231,BENITO JUAREZ
HERIBERTO FRIAS - MATIAS ROMERO E360,19.37903649,-99.16282596,BENITO JUAREZ
PORFIRIO DIAZ - CAPULIN E361,19.38071468,-99.17508091,BENITO JUAREZ
AUGUSTO RODIN - ALBERTO BALDERAS E362,19.38220862,-99.181043,BENITO JUAREZ
HOLBEIN - PAULO UCELLO E363,19.38081286,-99.18384969,BENITO JUAREZ
BOTICHELLI - CDA. DE GIORGONE E364,19.38306655,-99.18586062,BENITO JUAREZ
HOLBEIN - AVENIDA REVOLUCION E365,19.38111703,-99.18669127,BENITO JUAREZ
PORFIRIO DIAZ - AUGUSTO RODIN E366,19.37835033,-99.18197361,BENITO JUAREZ
BOSTON - AUGUSTO RODIN E367,19.379469,-99.18163133,BENITO JUAREZ
PORFIRIO DIAZ - CINCINATTI E368,19.37924375,-99.17934602,BENITO JUAREZ
PORFIRIO DIAZ - AV. INSURGENTES E369,19.37988719,-99.17747107,BENITO JUAREZ
TLACOQUEMECATL - AV. INSURGENTES E370,19.37882024,-99.17705435,BENITO JUAREZ
TLACOQUEMECATL - CAPULIN E371,19.37854977,-99.17433226,BENITO JUAREZ
DR. ROBERTO GAYOL - TLACOQUEMECATL E372,19.3779699,-99.17029113,BENITO JUAREZ
PILARES - GABRIEL MANCERA E373,19.37797003,-99.16666396,BENITO JUAREZ
PITAGORAS - PILARES E374,19.37697013,-99.16112539,BENITO JUAREZ
TENAYUCA - DIVISION DEL NORTE E375,19.37692231,-99.15880458,BENITO JUAREZ
PITAGORAS - AV. UNIVERSIDAD E376,19.37544877,-99.16159559,BENITO JUAREZ
HERIBERTO FRIAS - MIGUEL LAURENT E377,19.37540357,-99.16376443,BENITO JUAREZ
MIGUEL LAURENT - AMORES E378,19.37582296,-99.16807385,BENITO JUAREZ
DR. ROBERTO GAYOL - MIGUEL LAURENT E379,19.37575264,-99.17083954,BENITO JUAREZ
MORAS - SAN LORENZO E380,19.37488023,-99.17351448,BENITO JUAREZ
SAN LORENZO - MANZANAS E381,19.37553894,-99.17789004,BENITO JUAREZ
SAN LORENZO - AV. INSURGENTES E382,19.37559313,-99.1780846,BENITO JUAREZ
LUIS CARACCI - 2DA. LUIS CARACCI E383,19.37576347,-99.1815288,BENITO JUAREZ
EMPRESA - POUSSIN E384,19.3758745,-99.1855834,BENITO JUAREZ
POUSSIN - EMPRESA E385,19.37564999,-99.18558189,BENITO JUAREZ
POUSSIN - DONATELLO E386,19.37484127,-99.18584184,BENITO JUAREZ
CADIZ - EMPRESA E387,19.37455697,-99.18050355,BENITO JUAREZ
VALENCIA - MALAGA E388,19.37303985,-99.18135794,BENITO JUAREZ
SANTANDER - FELIX CUEVAS E389,19.37352584,-99.17935018,BENITO JUAREZ
OSO - FELIX CUEVAS E390,19.37323173,-99.1782609,BENITO JUAREZ
OSO - FELIX CUEVAS E391,19.37314038,-99.17828301,BENITO JUAREZ
PATRICIO SANZ - FELIX CUEVAS E392,19.37300761,-99.17477468,BENITO JUAREZ
ADOLFO PRIETO - FELIX CUEVAS E393,19.3727967,-99.17255853,BENITO JUAREZ
DR. ROBERTO GAYOL - FELIX CUEVAS E394,19.37244171,-99.17159565,BENITO JUAREZ
SAN LORENZO - CALLEJON MARTIN MENLALDE E395,19.3737492,-99.16981343,BENITO JUAREZ
MARTIN MENLALDE - FELIX CUEVAS E396,19.37155244,-99.17018712,BENITO JUAREZ
SAN LORENZO - GABRIEL MANCERA E397,19.3732006,-99.16725018,BENITO JUAREZ
SANCHEZ AZCONA - FELIX CUEVAS E398,19.37103728,-99.16566291,BENITO JUAREZ
HERIBERTO FRIAS - SAN LORENZO E399,19.37241124,-99.16451888,BENITO JUAREZ
SAN LORENZO - HERIBERTO FRIAS E400,19.37264701,-99.16427838,BENITO JUAREZ
SAN LORENZO - AVENIDA CUAUHTEMOC E401,19.37214755,-99.16157848,BENITO JUAREZ
UXMAL - MUNICIPIO LIBRE E402,19.37094549,-99.1587258,BENITO JUAREZ
UXMAL - MUNICIPIO LIBRE E403,19.37137236,-99.15863784,BENITO JUAREZ
MIGUEL LAURENT - AVENIDA DIVISION DEL NORTE E404,19.3738222,-99.15738525,BENITO JUAREZ
DIVISION DEL NORTE - MUNICIPIO LIBRE E405,19.3703681,-99.15663276,BENITO JUAREZ
PARROQUIA - AV. MEXICO COYOACAN E406,19.36783658,-99.16326302,BENITO JUAREZ
PROLONGACION XOCHICALCO - GENERAL EMILIANO ZAPATA E407,19.36729872,-99.15869198,BENITO JUAREZ
PROLONGACION PETEN - GENERAL EMILIANO ZAPATA E408,19.36677513,-99.15684185,BENITO JUAREZ
AZORES - DIVISION DEL NORTE E409,19.36510452,-99.15550119,BENITO JUAREZ
PROLONGACION TAJIN - PROLONGACION REPUBLICAS E410,19.36564022,-99.15806583,BENITO JUAREZ
PARROQUIA - AVENIDA MEXICO COYOACAN E411,19.3678682,-99.16362838,BENITO JUAREZ
PARROQUIA - AVENIDA UNIVERSIDAD E412,19.36842238,-99.16541458,BENITO JUAREZ
PARROQUIA - AVENIDA COYOACAN E413,19.36978181,-99.17190543,BENITO JUAREZ
PARROQUIA - JOSE IGNACIO BARTOLACHE E414,19.37018411,-99.17371435,BENITO JUAREZ
SAN FRANCISCO - PARROQUIA E415,19.37150101,-99.17601906,BENITO JUAREZ
RECREO - PARROQUIA E416,19.37130829,-99.1776088,BENITO JUAREZ
GOYA - AUGUSTO RODIN E417,19.37326309,-99.18433643,BENITO JUAREZ
GALICIA - ACTIPAN E418,19.37115132,-99.18303308,BENITO JUAREZ
ACTIPAN - CADIZ E419,19.37060902,-99.1815016,BENITO JUAREZ
MARIA LUZ BRINGAS - OSO E420,19.36973036,-99.17964075,BENITO JUAREZ
MARIA LUZ BRINGAS - OSO E421,19.36946542,-99.17939897,BENITO JUAREZ
BUFALO - JOSE MARIA RICO (EJE 8) E422,19.36836236,-99.17749526,BENITO JUAREZ
MORAS - JOSE MARIA RICO (EJE 8) E423,19.36763295,-99.17534321,BENITO JUAREZ
AMORES - JOSE MARIA RICO (EJE 8) E424,19.36721167,-99.17053196,BENITO JUAREZ
NICOLAS SAN JUAN - AVENIDA UNIVERSIDAD E425,19.3670868,-99.16740854,BENITO JUAREZ
CERRADA DE POPOCATEPETL - AV. POPOCATEPETL EJE 8 E426,19.3655186,-99.16601464,BENITO JUAREZ
AVENIDA MEXICO COYOACAN - AV. POPOCATEPETL EJE 8 E427,19.36502142,-99.16299605,BENITO JUAREZ
PROLONGACION UXMAL - AV. POPOCATEPETL (EJE 8) E428,19.36342495,-99.16035408,BENITO JUAREZ
PIRINEOS - AV. POPOCATEPETL (EJE 8) E429,19.36306975,-99.15829119,BENITO JUAREZ
TRIPOLI - AV. POPOCATEPETL (EJE 8) E430,19.36213873,-99.15497578,BENITO JUAREZ
BRUNO TRAVEN - PAZ MONTES DE OCA E431,19.36145,-99.15822149,BENITO JUAREZ
CARRILLO PTO - GOLONDRINAS E432,19.36129758,-99.16258098,BENITO JUAREZ
JOSE MARIA OLLOQUI - LOPEZ COSTILLA E433,19.3635658,-99.17082164,BENITO JUAREZ
JOSE MARIA OLLOQUI - AMORES E434,19.3637479,-99.17126681,BENITO JUAREZ
RODRIGUEZ SARO - AVENIDA COYOACAN E435,19.36515368,-99.17290801,BENITO JUAREZ
RODRIGUEZ SARO - BUFALLO E436,19.36621858,-99.17781699,BENITO JUAREZ
MORAS - COMUNAL E437,19.36480874,-99.17602032,BENITO JUAREZ
ADOLFO PRIETO - JOSE MARIA OLLOQUI E438,19.36480075,-99.17458059,BENITO JUAREZ
AMORES - AVENIDA COYOACAN E439,19.36218985,-99.17246804,BENITO JUAREZ
REAL DE MAYORAZGO - PUENTE XOCO E440,19.36064918,-99.16867015,BENITO JUAREZ
PUENTE XOCO - REAL DE MAYORAZGO E441,19.36121698,-99.1675289,BENITO JUAREZ
REAL DE MAYORAZGO - AVENIDA MEXICO COYOACAN E442,19.35991117,-99.16530123,BENITO JUAREZ
BRUNO TRAVE - AVENIDA MEXICO COYOACAN E443,19.35965928,-99.1620239,BENITO JUAREZ
GENERAL MANUEL RINCON - AGUSTIN GUTIERREZ E444,19.35938346,-99.15942871,BENITO JUAREZ
RIFF - AVENIDA RIO CHURUBUSCO E445,19.35827124,-99.15610662,BENITO JUAREZ
RIFF - AVENIDA RIO CHURUBUSCO E446,19.35860506,-99.15610297,BENITO JUAREZ
PROGRESO - CDA. ANTONIO MACEO E166,19.40607369,-99.1835518,MIGUEL HIDALGO
GENERAL SALVADOR ALVARADO - PROGRESO E167,19.40465913,-99.17937766,MIGUEL HIDALGO
COMERCIO - PROGRESO E168,19.40399893,-99.17760176,MIGUEL HIDALGO
PROSPERIDAD - PROGRESO E169,19.40302836,-99.17493644,MIGUEL HIDALGO
OBSERVATORIO ORIENTE - REVOLUCION E170,19.40403043,-99.18434008,MIGUEL HIDALGO
COMERCIO - JOSE MARTI E171,19.40259104,-99.17819829,MIGUEL HIDALGO
GENERAL FRANCISCO MURGUIA - JOSE MARTI E172,19.40349267,-99.18159838,MIGUEL HIDALGO
MINERIA - JOSE MARTI E173,19.40169226,-99.17639507,MIGUEL HIDALGO
MUTUALISMO - JOSE MARTI E175,19.40077489,-99.1725333,MIGUEL HIDALGO
PROGRESO - ASTRONOMOS E182,19.40208825,-99.17138396,MIGUEL HIDALGO
GENERAL GOMEZ PEDRAZA - GOBERNADOR TIBURCIO MONTIEL E184,19.41479414,-99.18508069,MIGUEL HIDALGO
GENERAL ANTONIO LEON - GENERAL PEDRO ANTONIO DE LOS SANTOS E185,19.41280223,-99.18280135,MIGUEL HIDALGO
GREGORIO V. GELATI - FRANCISCO MOLINOS DEL C. E186,19.41243273,-99.18852083,MIGUEL HIDALGO
GENRAL CANO - GOBERNADOR GREGORIO V. GELATI E187,19.41126952,-99.18551031,MIGUEL HIDALGO
GOBERNADOR MELCHOR MUZQUIZ - GOBERNADOR IGNACIO ESTEVA E188,19.41171097,-99.19014005,MIGUEL HIDALGO
GOBERNADOR RAFAEL REBOLLAR - GOBERNADOR JOSE CEBALLOS E189,19.41003899,-99.1879809,MIGUEL HIDALGO
GOBERNADOR IGNACIO ESTEVA - MAESTRO JOSE VASCONCELOS E190,19.40957443,-99.18383363,MIGUEL HIDALGO
GOBERNADOR RAFAEL REBOLLAR - GOBERNADOR VICENTE EGUIA E191,19.40790399,-99.18794951,MIGUEL HIDALGO
RUBEN DARIO - REFORMA E192,19.42592408,-99.190757,MIGUEL HIDALGO
RUBEN DARIO - REFORMA E193,19.42590455,-99.19073486,MIGUEL HIDALGO
AV. PASEO DE LA REFORMA - CIRCUITO MAHATMA GANDHI E194,19.42428548,-99.18033322,MIGUEL HIDALGO
CIRCUITO MAHATMA GANDHI - AV. PASEO DE LA REFORMA E195,19.42493013,-99.1851456,MIGUEL HIDALGO
LAGO TANGANICA - AV. EJERCITO NACIONAL E196,19.43834841,-99.19290783,MIGUEL HIDALGO
MIGUEL DE CERVANTES SAAVEDRA - FERROCARRIL DE CUERNAVACA E197,19.44007365,-99.20431551,MIGUEL HIDALGO
SOCRATES - EJERCITO NACIONAL E198,19.43816701,-99.20388698,MIGUEL HIDALGO
ANATOLE FRANCE - AV. EJERCITO NACIONAL E199,19.4379337,-99.19723913,MIGUEL HIDALGO
EMERSON - AV. EJERCITO NACIONAL E200,19.43760022,-99.1887867,MIGUEL HIDALGO
LOPE DE VEGA – EJERCITO NACIONAL E201,19.43742907,-99.18721388,MIGUEL HIDALGO
CALDERON DE LA BARCA - AV. HOMERO E202,19.43623707,-99.19889815,MIGUEL HIDALGO
TENNYSON - AV. HOMERO E203,19.43599112,-99.19483197,MIGUEL HIDALGO
TEMISTOCLES - HOMERO E204,19.43588072,-99.19152283,MIGUEL HIDALGO
TAINE - HOMERO E205,19.43552397,-99.18471552,MIGUEL HIDALGO
MOLIERE - HOMERO E206,19.43579933,-99.20142001,MIGUEL HIDALGO
TASSO - HOMERO E207,19.4348577,-99.18331976,MIGUEL HIDALGO
HESIODO - LAMARTINE E208,19.43360404,-99.18853004,MIGUEL HIDALGO
SOLON - HORACIO E209,19.4354744,-99.2063639,MIGUEL HIDALGO
EUGENIO SUE - HORACIO E210,19.43407739,-99.19409098,MIGUEL HIDALGO
NEWTON - HORACIO E211,19.43360521,-99.18852991,MIGUEL HIDALGO
HEGEL - HORACIO E212,19.43357331,-99.18809498,MIGUEL HIDALGO
SOLON - CICERON E213,19.43432235,-99.20631834,MIGUEL HIDALGO
PLATON - HORACIO E214,19.43435158,-99.20322352,MIGUEL HIDALGO
EDGAR ALAN POE - HORACIO E215,19.43384038,-99.19968165,MIGUEL HIDALGO
ALEJANDRO DUMAS - HORACIO E216,19.43342347,-99.19574386,MIGUEL HIDALGO
EULER - HORACIO E217,19.4328871,-99.18360501,MIGUEL HIDALGO
HEGEL - IBARBOUROU E218,19.43245133,-99.18803403,MIGUEL HIDALGO
ESOPO - FC DE CUERNAVACA E219,19.43354256,-99.20780895,MIGUEL HIDALGO
PLINO - PRESIDENTE MASARYK E220,19.4326534,-99.20572718,MIGUEL HIDALGO
EMILIO CASTELAR - PRESIDENTE MASARYK E221,19.43180263,-99.20156516,MIGUEL HIDALGO
ALEJANDRO DUMAS - PRESIDENTE MASARIK E222,19.4314063,-99.19577589,MIGUEL HIDALGO
NEWTON - PRESIDENTE MASARIK E223,19.43125021,-99.19161256,MIGUEL HIDALGO
HEGEL - PRESIDENTE MASARYK E224,19.4312556,-99.18806132,MIGUEL HIDALGO
PETRARCA - PRESIDENTE MASARYK E225,19.43117342,-99.1856108,MIGUEL HIDALGO
WALLON - PRESIDENTE MASARYK  E226,19.43103172,-99.18221909,MIGUEL HIDALGO
CAMPOS ELISEOS - PERIFERICO E227,19.4317927,-99.20737629,MIGUEL HIDALGO
CAMPOS ELISEOS - JEAN DE LA FONTAINE E228,19.4277062,-99.19911942,MIGUEL HIDALGO
DICKENS - SENECA E229,19.43051781,-99.20332833,MIGUEL HIDALGO
EDGAR ALAN POE - DICKENS E230,19.43010248,-99.20007382,MIGUEL HIDALGO
NEWTON - ARISTOTELES E231,19.42976739,-99.19349229,MIGUEL HIDALGO
TAINE - RUBEN DARIO E232,19.42894016,-99.18538999,MIGUEL HIDALGO
JULIO VERNE - LUIS G. URBINA E233,19.42931294,-99.19696812,MIGUEL HIDALGO
TRES PICOS - ARQUIMIDES E234,19.42782724,-99.1915371,MIGUEL HIDALGO
CAMPOS ELISEOS - MOLIERE E235,19.42933296,-99.20218269,MIGUEL HIDALGO
CAMPOS ELISEOS - MOLIERE E236,19.42946266,-99.2024723,MIGUEL HIDALGO
ANDRES BELLO - ELLIOT E237,19.42674269,-99.19398376,MIGUEL HIDALGO
ANDRES BELLO - ELLIOT E238,19.42676597,-99.19375269,MIGUEL HIDALGO
RINCON DEL BOSQUE - RUBEN DARIO E239,19.43015588,-99.18135679,MIGUEL HIDALGO
EJERCITO NACIONAL - FC DE CUERNAVACA E240,19.43855079,-99.2063028,MIGUEL HIDALGO
EJERCITO NACIONAL - JUAN VAZQUEZ DE LA MELLA E241,19.43862219,-99.20757931,MIGUEL HIDALGO
MIGUEL DE CERVANTES SAAVEDRA - PROL. MOLIERE E242,19.44034219,-99.20105013,MIGUEL HIDALGO
MIGUEL DE CERVANTES SAAVEDRA - LAGO FILT E243,19.44083641,-99.19671001,MIGUEL HIDALGO
MIGUEL DE CERVANTES SAAVEDRA - LAGO VICTORIA E244,19.44088536,-99.19331503,MIGUEL HIDALGO
LAGO ONEGA - AV. EJERCITO NACIONAL E245,19.43818593,-99.1904825,MIGUEL HIDALGO
LEIBNITZ - THIERS E246,19.43414796,-99.17983429,MIGUEL HIDALGO
HERSCHEL - ROUSSEAU E247,19.43227723,-99.18063758,MIGUEL HIDALGO
SHAKESPEARE - LAFAYETTE E248,19.43175347,-99.17739812,MIGUEL HIDALGO
SHAKESPEARE - DARWIN E249,19.42987716,-99.17756953,MIGUEL HIDALGO
DARWIN - MARIANO ESCOBEDO E250,19.42906105,-99.17966064,MIGUEL HIDALGO
GOETHE - DARWIN E251,19.42924757,-99.17536733,MIGUEL HIDALGO
VICTOR HUGO - SHAKESPEARE E252,19.427576,-99.17702065,MIGUEL HIDALGO
DANTE - TOLSTOI E253,19.42590153,-99.17795024,MIGUEL HIDALGO
CIRCUITO INTERIOR - JUAN ESCUTIA E258,19.41669788,-99.17909718,MIGUEL HIDALGO
12 DE OCTUBRE - MINERIA E285,19.39980232,-99.17751708,MIGUEL HIDALGO
13 DE SEPTIEMBRE - AVENIDA PATRIOTISMO E286,19.3991885,-99.17994402,MIGUEL HIDALGO
13 DE SEPTIEMBRE - PUENTE DE LA MORENA E287,19.39920192,-99.17994166,MIGUEL HIDALGO
CAMPOS ELISEOS - GOLDSMITH E451,19.42902129,-99.20132347,MIGUEL HIDALGO
LEIBNITZ - AV. EJERCITO NACIONAL E452,19.43503022,-99.17983985,MIGUEL HIDALGO
PEDREGAL - TEAPA E453,19.4248426,-99.20373703,MIGUEL HIDALGO
MONTES URALES - MONTE PELVOUX E454,19.42590622,-99.20423624,MIGUEL HIDALGO
PEDREGAL - FERROCARRIL DE CUERNAVACA E455,19.42630988,-99.20330298,MIGUEL HIDALGO
ALPES - MONTES ESCANDINAVOS E456,19.42752491,-99.20841059,MIGUEL HIDALGO
AV. PRADO NORTE - EXPLANADA E457,19.42702886,-99.21284738,MIGUEL HIDALGO
MONTES URALES - VOLCAN E458,19.42867679,-99.20660768,MIGUEL HIDALGO
VOLCAN - MONTES URALES E459,19.42924596,-99.20726782,MIGUEL HIDALGO
JUAN VAZQUEZ DE MELLA - HOMERO E460,19.43701432,-99.20793337,MIGUEL HIDALGO
PRESA DON MARTIN - BOULEVARD MIGUEL DE CERVANTES E461,19.44010898,-99.21002993,MIGUEL HIDALGO
PRESA FALCON - DANXHO E462,19.44233628,-99.20519683,MIGUEL HIDALGO
LAGO ANDROMACO - LAGO ZURICH E463,19.44233416,-99.20249475,MIGUEL HIDALGO
MATEO ALEMAN - PROLONGACION MOLIERE E464,19.44242877,-99.19983787,MIGUEL HIDALGO
LAGUNA DE GINEBRA - LAGO WETTER E465,19.44503687,-99.19407691,MIGUEL HIDALGO
LAGO ONEGA - LAGO LADOGA E466,19.44269074,-99.19083055,MIGUEL HIDALGO
LAGO MAYOR - LAGO ALBERTO E467,19.44040402,-99.18678598,MIGUEL HIDALGO
LAGO XOCHIMILCO - AV. EJERCITO NACIONAL E468,19.43661108,-99.17968317,MIGUEL HIDALGO
BAHIA DE LA CONCEPCION - BAHIA DE TODOS LOS SANTOS E469,19.43418011,-99.17309106,MIGUEL HIDALGO
BAHIA DE LAS PALMAS - BAHIA DE TODOS LOS SANTOS E470,19.43504153,-99.17387879,MIGUEL HIDALGO
BAHIA DE CHACHALACAS - BAHIA SANTA BARBARA E471,19.43629151,-99.1749017,MIGUEL HIDALGO
BAHIA SANTA BARBARA - BAHIA DE BALLENAS E472,19.43767181,-99.17710885,MIGUEL HIDALGO
BAHIA DEL ESPIRITU SANTO - BAHIA DE BANDERAS E473,19.43814873,-99.17518876,MIGUEL HIDALGO
BAHIA DE SAN HIPOLITO - BAHIA DEL ESPIRITU SANTO E474,19.43898862,-99.17754866,MIGUEL HIDALGO
LAGO MURITZ - LAGO ALBERTO E475,19.43925142,-99.18106727,MIGUEL HIDALGO
LAGO COMO - LAGUNA DE MAYRAN E476,19.44213415,-99.18443138,MIGUEL HIDALGO
LAGO ISEO - LAGUNA DE MAYRAN E477,19.44091082,-99.1817433,MIGUEL HIDALGO
LAGUNA DE MAYRAN - LAGO CHALCO E478,19.44081984,-99.17696275,MIGUEL HIDALGO
LAGO MURITZ - AV. MARINA NACIONAL E479,19.4444404,-99.17966307,MIGUEL HIDALGO
LAGO ISEO - AV. MARINA NACIONAL E480,19.44608147,-99.18165335,MIGUEL HIDALGO
